,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_bedroom,rooms_per_household,population_per_household,log_prices
579,-122.08,37.72,32,2476,368.0,1048,367,5.6194,274700,0.0,0.0,0.0,1.0,0.0,6.728260869565218,6.746594005449591,2.8555858310626703,12.52343851241165
580,-122.08,37.71,35,2211,350.0,1004,365,5.4639,238600,0.0,0.0,0.0,1.0,0.0,6.317142857142857,6.057534246575343,2.750684931506849,12.382547979752006
581,-122.09,37.71,35,2663,387.0,1086,367,5.1498,266400,0.0,0.0,0.0,1.0,0.0,6.881136950904393,7.256130790190736,2.9591280653950953,12.49275797139508
582,-122.1,37.72,30,2599,366.0,922,350,5.8382,330200,0.0,0.0,0.0,1.0,0.0,7.101092896174864,7.425714285714286,2.6342857142857143,12.707456838931174
583,-122.11,37.71,36,4569,824.0,1950,819,4.65,206800,0.0,0.0,0.0,1.0,0.0,5.544902912621359,5.5787545787545785,2.380952380952381,12.239512257194662
584,-122.1,37.7,25,2973,622.0,1413,595,4.3819,209200,0.0,0.0,0.0,1.0,0.0,4.779742765273312,4.996638655462185,2.3747899159663866,12.251050791276203
585,-122.1,37.69,30,3115,625.0,1444,568,3.7222,195800,0.0,0.0,0.0,1.0,0.0,4.984,5.484154929577465,2.5422535211267605,12.184854116317803
586,-122.09,37.71,31,1843,282.0,749,269,5.2855,253500,0.0,0.0,0.0,1.0,0.0,6.535460992907802,6.851301115241636,2.7843866171003717,12.44312304677877
587,-122.09,37.7,31,2053,336.0,867,329,4.3375,241800,0.0,0.0,0.0,1.0,0.0,6.1101190476190474,6.240121580547113,2.635258358662614,12.395870352803575
588,-122.1,37.71,27,6740,1073.0,2723,1035,5.2131,252500,0.0,0.0,0.0,1.0,0.0,6.2814538676607645,6.51207729468599,2.6309178743961352,12.439170488085749
589,-122.09,37.7,30,1751,269.0,731,263,6.005,263900,0.0,0.0,0.0,1.0,0.0,6.5092936802973975,6.657794676806084,2.779467680608365,12.48332931179837
590,-122.08,37.71,38,1663,295.0,781,301,5.0519,227000,0.0,0.0,0.0,1.0,0.0,5.63728813559322,5.524916943521594,2.5946843853820596,12.33270970174018
591,-122.08,37.71,38,3716,657.0,1784,652,4.8237,220900,0.0,0.0,0.0,1.0,0.0,5.656012176560122,5.699386503067485,2.736196319018405,12.305469916333227
592,-122.08,37.7,32,2718,447.0,1156,410,5.2497,259300,0.0,0.0,0.0,1.0,0.0,6.080536912751678,6.6292682926829265,2.819512195121951,12.465744828056149
593,-122.07,37.7,39,1420,272.0,645,277,4.125,232500,0.0,0.0,0.0,1.0,0.0,5.220588235294118,5.126353790613718,2.3285198555956677,12.356649805075568
594,-122.06,37.7,37,1893,310.0,821,315,4.6005,231600,0.0,0.0,0.0,1.0,0.0,6.106451612903226,6.0095238095238095,2.6063492063492064,12.352771342460947
595,-122.06,37.7,33,3906,790.0,1912,770,3.5187,209400,0.0,0.0,0.0,1.0,0.0,4.944303797468354,5.072727272727272,2.483116883116883,12.252006352956359
596,-122.07,37.7,32,3400,736.0,1487,694,3.0,223200,0.0,0.0,0.0,1.0,0.0,4.619565217391305,4.899135446685879,2.142651296829971,12.315827989765994
597,-122.08,37.7,25,3402,758.0,1645,710,3.4934,209900,0.0,0.0,0.0,1.0,0.0,4.488126649076517,4.791549295774648,2.316901408450704,12.254391269970792
598,-122.09,37.7,33,4413,1107.0,2239,1051,2.9861,208200,0.0,0.0,0.0,1.0,0.0,3.986449864498645,4.198858230256898,2.1303520456707896,12.246259238225438
599,-122.07,37.69,29,2304,618.0,1021,552,2.5362,203800,0.0,0.0,0.0,1.0,0.0,3.7281553398058254,4.173913043478261,1.8496376811594204,12.224899306530068
600,-122.08,37.69,36,2350,499.0,1105,467,3.3021,195700,0.0,0.0,0.0,1.0,0.0,4.709418837675351,5.032119914346895,2.366167023554604,12.184343263233146
601,-122.07,37.69,31,5914,1309.0,2999,1295,3.0964,190500,0.0,0.0,0.0,1.0,0.0,4.517952635599695,4.5667953667953665,2.3158301158301158,12.157412722878947
602,-122.08,37.69,43,1575,324.0,740,284,2.8512,181000,0.0,0.0,0.0,1.0,0.0,4.861111111111111,5.545774647887324,2.6056338028169015,12.10625783509458
603,-122.08,37.69,42,1414,274.0,629,244,3.3478,184900,0.0,0.0,0.0,1.0,0.0,5.160583941605839,5.795081967213115,2.5778688524590163,12.127575825689417
604,-122.08,37.68,37,848,202.0,314,205,2.3958,190800,0.0,0.0,0.0,1.0,0.0,4.198019801980198,4.136585365853659,1.5317073170731708,12.158986279072735
605,-122.08,37.68,15,3051,685.0,1479,668,3.5295,242200,0.0,0.0,0.0,1.0,0.0,4.454014598540146,4.567365269461078,2.214071856287425,12.397523238911763
606,-122.09,37.69,20,4296,817.0,1732,800,4.8036,188300,0.0,0.0,0.0,1.0,0.0,5.258261933904529,5.37,2.165,12.145797025305598
607,-122.15,37.74,52,2898,557.0,1338,550,3.851,183500,0.0,0.0,0.0,1.0,0.0,5.202872531418312,5.2690909090909095,2.4327272727272726,12.119975396053194
608,-122.14,37.74,52,1071,201.0,440,192,4.0662,204200,0.0,0.0,0.0,1.0,0.0,5.3283582089552235,5.578125,2.2916666666666665,12.226860081860359
609,-122.14,37.73,51,2619,403.0,922,393,4.6042,251900,0.0,0.0,0.0,1.0,0.0,6.4987593052109185,6.66412213740458,2.346055979643766,12.436791432162119
610,-122.15,37.74,49,1494,316.0,611,288,2.2,187500,0.0,0.0,0.0,1.0,0.0,4.727848101265823,5.1875,2.1215277777777777,12.141539457711714
611,-122.16,37.73,52,2260,416.0,994,412,4.1164,198200,0.0,0.0,0.0,1.0,0.0,5.4326923076923075,5.485436893203883,2.412621359223301,12.197036946273975
612,-122.15,37.74,52,1394,223.0,545,230,3.95,219000,0.0,0.0,0.0,1.0,0.0,6.251121076233184,6.060869565217391,2.369565217391304,12.296831574998258
613,-122.15,37.73,52,1028,129.0,317,143,4.9135,275000,0.0,0.0,0.0,1.0,0.0,7.9689922480620154,7.188811188811189,2.2167832167832167,12.524530013005734
614,-122.15,37.73,45,3758,819.0,1573,736,2.8355,245400,0.0,0.0,0.0,1.0,0.0,4.588522588522588,5.105978260869565,2.1372282608695654,12.41064888623027
615,-122.17,37.73,46,2163,470.0,925,435,3.25,177500,0.0,0.0,0.0,1.0,0.0,4.602127659574468,4.972413793103448,2.1264367816091956,12.086731521684555
616,-122.16,37.73,49,1699,408.0,768,385,2.8301,171600,0.0,0.0,0.0,1.0,0.0,4.16421568627451,4.412987012987013,1.9948051948051948,12.052927293524847
617,-122.17,37.73,52,1555,289.0,620,292,3.7159,183300,0.0,0.0,0.0,1.0,0.0,5.380622837370242,5.325342465753424,2.1232876712328768,12.118884889350285
618,-122.16,37.73,52,1114,206.0,425,207,2.5625,175000,0.0,0.0,0.0,1.0,0.0,5.407766990291262,5.381642512077295,2.0531400966183573,12.07254696717504
619,-122.18,37.72,45,1498,313.0,1003,305,3.8047,156700,0.0,0.0,0.0,1.0,0.0,4.785942492012779,4.911475409836066,3.2885245901639344,11.96209480994468
620,-122.18,37.71,45,726,147.0,519,135,3.375,157500,0.0,0.0,0.0,1.0,0.0,4.938775510204081,5.377777777777778,3.8444444444444446,11.967187086434018
621,-122.17,37.71,38,890,200.0,481,198,3.244,179800,0.0,0.0,0.0,1.0,0.0,4.45,4.494949494949495,2.4292929292929295,12.099605962739451
622,-122.18,37.7,36,2639,533.0,1209,519,4.0268,205500,0.0,0.0,0.0,1.0,0.0,4.951219512195122,5.0847784200385355,2.3294797687861273,12.233206179086634
623,-122.18,37.7,35,2562,554.0,1398,525,3.3906,178900,0.0,0.0,0.0,1.0,0.0,4.624548736462094,4.88,2.662857142857143,12.094587859196112
624,-122.19,37.71,36,361,69.0,158,58,5.5461,262500,0.0,0.0,0.0,1.0,0.0,5.231884057971015,6.224137931034483,2.7241379310344827,12.47801017053037
625,-122.17,37.72,42,3008,659.0,1817,664,3.371,165000,0.0,0.0,0.0,1.0,0.0,4.564491654021245,4.530120481927711,2.73644578313253,12.013706813470414
626,-122.17,37.72,46,1369,284.0,766,289,3.5313,159700,0.0,0.0,0.0,1.0,0.0,4.820422535211268,4.737024221453288,2.6505190311418687,11.981058595924264
627,-122.17,37.72,5,1692,398.0,814,328,3.663,158300,0.0,0.0,0.0,1.0,0.0,4.251256281407035,5.158536585365853,2.481707317073171,11.972253562968545
628,-122.16,37.72,38,1007,245.0,618,239,2.875,144800,0.0,0.0,0.0,1.0,0.0,4.110204081632653,4.2133891213389125,2.585774058577406,11.883115664987255
629,-122.17,37.72,43,3783,814.0,2139,789,4.0202,166300,0.0,0.0,0.0,1.0,0.0,4.6474201474201475,4.79467680608365,2.711026615969582,12.021554678392043
630,-122.16,37.71,37,1507,242.0,632,253,4.5553,191000,0.0,0.0,0.0,1.0,0.0,6.2272727272727275,5.956521739130435,2.4980237154150196,12.160033942617156
631,-122.16,37.71,36,666,132.0,366,134,3.4643,175000,0.0,0.0,0.0,1.0,0.0,5.045454545454546,4.970149253731344,2.7313432835820897,12.07254696717504
632,-122.16,37.72,10,2229,601.0,877,485,3.3431,137500,0.0,0.0,0.0,1.0,0.0,3.708818635607321,4.5958762886597935,1.8082474226804124,11.83138646878959
633,-122.15,37.73,28,2215,587.0,830,573,2.1898,141700,0.0,0.0,0.0,1.0,0.0,3.7734241908006814,3.8656195462478187,1.4485165794066317,11.86147448281689
634,-122.15,37.72,31,1616,372.0,739,379,2.9097,210900,0.0,0.0,0.0,1.0,0.0,4.344086021505376,4.263852242744063,1.949868073878628,12.259144108039314
635,-122.15,37.72,47,1190,251.0,540,266,3.375,198300,0.0,0.0,0.0,1.0,0.0,4.741035856573705,4.473684210526316,2.030075187969925,12.197541357359519
636,-122.15,37.72,29,4169,1047.0,2024,962,2.8125,157400,0.0,0.0,0.0,1.0,0.0,3.981852913085005,4.333679833679834,2.103950103950104,11.96655196818541
637,-122.14,37.73,52,2024,320.0,823,334,5.0,264700,0.0,0.0,0.0,1.0,0.0,6.325,6.059880239520958,2.464071856287425,12.486356166069786
638,-122.14,37.73,38,1723,394.0,711,353,3.0673,218400,0.0,0.0,0.0,1.0,0.0,4.373096446700508,4.881019830028329,2.0141643059490084,12.294088101596984
639,-122.14,37.73,43,2264,390.0,931,368,3.8125,235100,0.0,0.0,0.0,1.0,0.0,5.805128205128205,6.1521739130434785,2.529891304347826,12.36777048802826
640,-122.13,37.73,33,1996,268.0,686,270,6.9096,341800,0.0,0.0,0.0,1.0,0.0,7.447761194029851,7.392592592592592,2.5407407407407407,12.741983975346884
641,-122.13,37.72,26,2862,394.0,1030,397,7.912,367300,0.0,0.0,0.0,1.0,0.0,7.2639593908629445,7.209068010075566,2.5944584382871536,12.813936954374158
642,-122.13,37.72,35,2183,383.0,976,392,3.8393,243500,0.0,0.0,0.0,1.0,0.0,5.699738903394256,5.5688775510204085,2.489795918367347,12.40287632827253
643,-122.12,37.71,35,1037,207.0,552,210,4.0,167900,0.0,0.0,0.0,1.0,0.0,5.009661835748792,4.938095238095238,2.6285714285714286,12.031129798974042
644,-122.13,37.72,25,1134,153.0,340,171,6.5095,371200,0.0,0.0,0.0,1.0,0.0,7.411764705882353,6.631578947368421,1.9883040935672514,12.824498973856072
645,-122.14,37.72,39,786,132.0,288,132,3.5156,218900,0.0,0.0,0.0,1.0,0.0,5.954545454545454,5.954545454545454,2.1818181818181817,12.296374851796545
646,-122.14,37.72,45,1397,253.0,555,248,2.983,202700,0.0,0.0,0.0,1.0,0.0,5.521739130434782,5.633064516129032,2.2379032258064515,12.219487265827034
647,-122.13,37.72,45,2315,451.0,1006,444,3.524,186200,0.0,0.0,0.0,1.0,0.0,5.133037694013304,5.213963963963964,2.265765765765766,12.134582014379962
648,-122.13,37.71,44,1613,339.0,776,346,3.1103,188900,0.0,0.0,0.0,1.0,0.0,4.758112094395281,4.661849710982659,2.2427745664739884,12.148978347281835
649,-122.13,37.71,44,1421,298.0,609,270,3.5781,180000,0.0,0.0,0.0,1.0,0.0,4.768456375838926,5.262962962962963,2.2555555555555555,12.100717685412471
650,-122.15,37.71,18,5778,1526.0,2441,1352,3.1682,202700,0.0,0.0,0.0,1.0,0.0,3.7863695937090434,4.273668639053255,1.805473372781065,12.219487265827034
651,-122.14,37.71,27,3094,866.0,1364,789,2.6101,181700,0.0,0.0,0.0,1.0,0.0,3.5727482678983833,3.9214195183776934,1.7287705956907478,12.110117757946444
652,-122.14,37.71,18,3905,1007.0,2197,1044,3.6932,166800,0.0,0.0,0.0,1.0,0.0,3.87785501489573,3.7404214559386975,2.1044061302681993,12.02455676409265
653,-122.13,37.7,43,3046,557.0,1333,544,3.4583,183700,0.0,0.0,0.0,1.0,0.0,5.468581687612208,5.599264705882353,2.4503676470588234,12.121064714846538
654,-122.13,37.7,19,3516,710.0,1810,703,3.9032,218000,0.0,0.0,0.0,1.0,0.0,4.952112676056338,5.001422475106685,2.5746799431009957,12.292254928916668
655,-122.15,37.71,36,998,178.0,531,183,4.0208,191500,0.0,0.0,0.0,1.0,0.0,5.606741573033708,5.453551912568306,2.901639344262295,12.162648309521318
656,-122.15,37.7,36,1464,244.0,672,261,3.5547,194700,0.0,0.0,0.0,1.0,0.0,6.0,5.609195402298851,2.574712643678161,12.179220327453931
657,-122.14,37.7,17,1463,292.0,695,330,4.5859,187200,0.0,0.0,0.0,1.0,0.0,5.010273972602739,4.433333333333334,2.106060606060606,12.139938184891703
658,-122.13,37.7,21,4124,1054.0,2162,998,2.6321,223100,0.0,0.0,0.0,1.0,0.0,3.9127134724857684,4.132264529058117,2.1663326653306614,12.315379862705514
659,-122.13,37.69,17,2380,769.0,1216,643,3.395,271300,0.0,0.0,0.0,1.0,0.0,3.094928478543563,3.701399688958009,1.8911353032659408,12.510984184596735
660,-122.14,37.7,36,1266,228.0,606,239,3.9702,194100,0.0,0.0,0.0,1.0,0.0,5.552631578947368,5.297071129707113,2.5355648535564854,12.176133921127343
661,-122.16,37.7,36,2239,391.0,1203,379,5.0043,190400,0.0,0.0,0.0,1.0,0.0,5.726342710997442,5.907651715039578,3.174142480211082,12.15688765342645
662,-122.14,37.69,38,1571,317.0,874,301,4.4659,189100,0.0,0.0,0.0,1.0,0.0,4.955835962145111,5.219269102990033,2.903654485049834,12.150036542839864
663,-122.15,37.69,38,1246,221.0,637,222,3.6625,184600,0.0,0.0,0.0,1.0,0.0,5.638009049773756,5.612612612612613,2.869369369369369,12.12595201815431
664,-122.15,37.69,36,1501,287.0,703,276,3.8864,197300,0.0,0.0,0.0,1.0,0.0,5.229965156794425,5.438405797101449,2.5471014492753623,12.192485760421583
665,-122.15,37.7,36,1468,252.0,733,229,3.4583,192600,0.0,0.0,0.0,1.0,0.0,5.825396825396825,6.4104803493449785,3.2008733624454146,12.16837597044068
666,-122.16,37.69,36,1118,219.0,625,228,3.7813,192200,0.0,0.0,0.0,1.0,0.0,5.105022831050229,4.9035087719298245,2.741228070175439,12.166296978418426
667,-122.16,37.7,36,1097,208.0,568,225,2.9917,194600,0.0,0.0,0.0,1.0,0.0,5.274038461538462,4.875555555555556,2.5244444444444443,12.178706587466984
668,-122.16,37.7,36,1719,303.0,836,311,4.4375,193500,0.0,0.0,0.0,1.0,0.0,5.673267326732673,5.527331189710611,2.688102893890675,12.173037959397275
669,-122.17,37.7,24,1755,365.0,952,362,4.0,202600,0.0,0.0,0.0,1.0,0.0,4.808219178082192,4.848066298342541,2.6298342541436464,12.218993806618695
670,-122.16,37.68,16,1687,348.0,568,352,2.3869,83300,0.0,0.0,0.0,1.0,0.0,4.847701149425287,4.792613636363637,1.6136363636363635,11.330215832884798
671,-122.17,37.69,24,2262,391.0,1125,366,4.7609,212600,0.0,0.0,0.0,1.0,0.0,5.7851662404092075,6.180327868852459,3.0737704918032787,12.267172448547784
672,-122.18,37.68,5,2087,407.0,840,401,5.4858,187800,0.0,0.0,0.0,1.0,0.0,5.127764127764128,5.204488778054863,2.0947630922693268,12.143138170555755
673,-122.16,37.69,36,1480,278.0,796,283,4.3971,205700,0.0,0.0,0.0,1.0,0.0,5.323741007194244,5.229681978798586,2.812720848056537,12.234178937077944
674,-122.15,37.69,36,1545,273.0,863,267,4.0109,192900,0.0,0.0,0.0,1.0,0.0,5.65934065934066,5.786516853932584,3.2322097378277155,12.169932382913561
675,-122.15,37.68,35,2632,447.0,1349,486,4.3864,205200,0.0,0.0,0.0,1.0,0.0,5.888143176733781,5.415637860082304,2.7757201646090537,12.231745265561225
676,-122.15,37.68,30,2261,443.0,929,383,4.2841,213400,0.0,0.0,0.0,1.0,0.0,5.1038374717832955,5.903394255874674,2.425587467362924,12.270928303874424
677,-122.15,37.69,39,1670,308.0,957,335,5.1312,183600,0.0,0.0,0.0,1.0,0.0,5.422077922077922,4.985074626865671,2.8567164179104476,12.120520203776788
678,-122.14,37.69,37,2141,535.0,1093,555,2.9958,178400,0.0,0.0,0.0,1.0,0.0,4.001869158878504,3.857657657657658,1.9693693693693695,12.091789104493502
679,-122.14,37.68,27,3337,613.0,1489,607,3.6364,219200,0.0,0.0,0.0,1.0,0.0,5.443719412724307,5.497528830313015,2.4530477759472817,12.297744396089387
680,-122.14,37.68,31,3184,716.0,1561,628,2.7955,183100,0.0,0.0,0.0,1.0,0.0,4.446927374301676,5.070063694267516,2.4856687898089174,12.117793192144138
681,-122.1,37.69,44,2341,500.0,1256,485,2.9507,157100,0.0,0.0,0.0,1.0,0.0,4.682,4.82680412371134,2.5896907216494847,11.964644189595829
682,-122.12,37.69,30,1197,269.0,695,279,3.4375,157800,0.0,0.0,0.0,1.0,0.0,4.449814126394052,4.290322580645161,2.4910394265232974,11.969090024509446
683,-122.13,37.69,34,1131,278.0,560,237,2.875,161700,0.0,0.0,0.0,1.0,0.0,4.068345323741007,4.772151898734177,2.3628691983122363,11.993504229837974
684,-122.12,37.71,38,1164,284.0,632,289,3.0345,152100,0.0,0.0,0.0,1.0,0.0,4.098591549295775,4.027681660899654,2.1868512110726646,11.932300052847731
685,-122.12,37.7,41,3495,787.0,1849,750,2.679,144900,0.0,0.0,0.0,1.0,0.0,4.440914866581957,4.66,2.465333333333333,11.88380602959621
686,-122.12,37.7,17,2488,617.0,1287,538,2.9922,179900,0.0,0.0,0.0,1.0,0.0,4.0324149108589955,4.62453531598513,2.392193308550186,12.100161978566867
687,-122.12,37.69,35,2681,508.0,1580,536,4.1042,179100,0.0,0.0,0.0,1.0,0.0,5.27755905511811,5.001865671641791,2.9477611940298507,12.095705171506136
688,-122.12,37.7,19,2495,635.0,1571,579,2.5833,159900,0.0,0.0,0.0,1.0,0.0,3.9291338582677167,4.309153713298791,2.7132987910189983,11.982310152711182
689,-122.11,37.7,23,1689,461.0,828,443,2.1552,161400,0.0,0.0,0.0,1.0,0.0,3.663774403470716,3.8126410835214446,1.8690744920993227,11.991647230585656
690,-122.11,37.7,29,1298,306.0,835,338,2.3274,170400,0.0,0.0,0.0,1.0,0.0,4.241830065359477,3.8402366863905324,2.470414201183432,12.045909761904733
691,-122.11,37.7,19,2693,789.0,1765,724,2.4206,137500,0.0,0.0,0.0,1.0,0.0,3.4131812420785805,3.7196132596685083,2.4378453038674035,11.83138646878959
692,-122.11,37.69,37,2444,651.0,1562,618,2.6464,155200,0.0,0.0,0.0,1.0,0.0,3.7542242703533026,3.954692556634304,2.527508090614887,11.952476330009466
693,-122.11,37.69,42,1472,310.0,768,309,3.4643,160900,0.0,0.0,0.0,1.0,0.0,4.748387096774193,4.763754045307444,2.4854368932038833,11.98854454800156
694,-122.12,37.69,10,2227,560.0,1140,472,2.3973,167300,0.0,0.0,0.0,1.0,0.0,3.976785714285714,4.718220338983051,2.4152542372881354,12.027549864243364
695,-122.03,37.69,20,200,25.0,83,31,6.5,340000,0.0,0.0,0.0,1.0,0.0,8.0,6.451612903225806,2.6774193548387095,12.73670383776449
696,-121.97,37.64,32,1283,194.0,485,171,6.0574,431000,1.0,0.0,0.0,0.0,0.0,6.61340206185567,7.502923976608187,2.8362573099415203,12.973865689268807
697,-122.02,37.63,6,2445,590.0,1189,573,3.8958,301100,0.0,0.0,0.0,1.0,0.0,4.1440677966101696,4.267015706806283,2.075043630017452,12.615201035620073
698,-122.04,37.63,21,1307,236.0,586,249,4.7813,241900,0.0,0.0,0.0,1.0,0.0,5.538135593220339,5.248995983935743,2.353413654618474,12.39628383052922
699,-122.05,37.63,5,3785,936.0,2240,792,3.2829,162500,0.0,0.0,0.0,1.0,0.0,4.043803418803419,4.779040404040404,2.8282828282828283,11.998439434579149
700,-122.04,37.66,10,2031,357.0,867,352,5.3169,299200,0.0,0.0,0.0,1.0,0.0,5.689075630252101,5.769886363636363,2.4630681818181817,12.608870867322864
701,-122.04,37.65,10,8299,1326.0,3827,1288,6.2579,315500,0.0,0.0,0.0,1.0,0.0,6.25867269984917,6.443322981366459,2.9712732919254656,12.66191713053049
702,-122.05,37.68,23,7518,1279.0,3827,1294,5.1701,216800,0.0,0.0,0.0,1.0,0.0,5.878029710711493,5.809891808346213,2.957496136012365,12.286735161083115
703,-122.07,37.68,36,1815,426.0,1280,431,3.25,218100,0.0,0.0,0.0,1.0,0.0,4.26056338028169,4.211136890951276,2.9698375870069604,12.292713537231938
704,-122.06,37.68,30,5367,1207.0,2667,1047,3.1796,170300,0.0,0.0,0.0,1.0,0.0,4.446561723280862,5.126074498567335,2.5472779369627507,12.045322738624144
705,-122.08,37.68,26,1167,370.0,253,137,2.4196,275000,0.0,0.0,0.0,1.0,0.0,3.154054054054054,8.518248175182482,1.8467153284671534,12.524530013005734
706,-122.08,37.68,26,2607,682.0,1401,607,2.6563,184100,0.0,0.0,0.0,1.0,0.0,3.8225806451612905,4.29489291598023,2.3080724876441514,12.123239799036943
707,-122.08,37.67,29,493,168.0,233,152,0.9637,160000,0.0,0.0,0.0,1.0,0.0,2.9345238095238093,3.2434210526315788,1.5328947368421053,11.982935344196433
708,-122.09,37.67,48,1252,305.0,673,308,2.3357,175000,0.0,0.0,0.0,1.0,0.0,4.104918032786885,4.064935064935065,2.185064935064935,12.07254696717504
709,-122.09,37.68,41,1382,353.0,704,314,3.5114,197500,0.0,0.0,0.0,1.0,0.0,3.915014164305949,4.401273885350318,2.2420382165605095,12.193498926601634
710,-122.09,37.69,43,500,110.0,273,120,3.3125,150000,0.0,0.0,0.0,1.0,0.0,4.545454545454546,4.166666666666667,2.275,11.918397239722838
711,-122.09,37.68,29,2333,538.0,1120,540,2.4042,205600,0.0,0.0,0.0,1.0,0.0,4.336431226765799,4.32037037037037,2.074074074074074,12.233692676364548
712,-122.09,37.68,41,1834,463.0,1105,467,2.8322,170300,0.0,0.0,0.0,1.0,0.0,3.961123110151188,3.9271948608137044,2.366167023554604,12.045322738624144
713,-122.09,37.68,43,1415,348.0,569,293,2.5156,190900,0.0,0.0,0.0,1.0,0.0,4.066091954022989,4.829351535836177,1.9419795221843004,12.159510248044802
714,-122.1,37.68,37,1352,342.0,691,324,3.4032,196900,0.0,0.0,0.0,1.0,0.0,3.953216374269006,4.172839506172839,2.132716049382716,12.190456343334482
715,-122.1,37.68,37,2116,503.0,1109,448,2.535,174000,0.0,0.0,0.0,1.0,0.0,4.20675944333996,4.723214285714286,2.4754464285714284,12.066816325306588
716,-122.11,37.68,37,1976,481.0,1197,465,2.5772,170200,0.0,0.0,0.0,1.0,0.0,4.108108108108108,4.2494623655913975,2.574193548387097,12.044735370544808
717,-122.1,37.68,38,1779,413.0,1061,400,3.0962,180900,0.0,0.0,0.0,1.0,0.0,4.3075060532687655,4.4475,2.6525,12.105705199284083
718,-122.1,37.67,34,3659,897.0,2479,903,2.9564,150500,0.0,0.0,0.0,1.0,0.0,4.079152731326644,4.052048726467331,2.745293466223699,11.921725007667265
719,-122.1,37.68,31,1892,428.0,1162,389,3.125,167100,0.0,0.0,0.0,1.0,0.0,4.420560747663552,4.863753213367609,2.987146529562982,12.026353699006034
720,-122.12,37.68,35,1958,484.0,1146,448,2.95,148900,0.0,0.0,0.0,1.0,0.0,4.045454545454546,4.370535714285714,2.5580357142857144,11.91103693456627
721,-122.12,37.68,40,1553,253.0,724,267,4.38,196400,0.0,0.0,0.0,1.0,0.0,6.138339920948616,5.8164794007490634,2.7116104868913857,12.187913766539234
722,-122.12,37.68,37,2412,394.0,975,375,4.0417,191100,0.0,0.0,0.0,1.0,0.0,6.121827411167513,6.432,2.6,12.160557363077048
723,-122.11,37.67,36,2110,389.0,952,370,3.8,187500,0.0,0.0,0.0,1.0,0.0,5.4241645244215935,5.702702702702703,2.572972972972973,12.141539457711714
724,-122.12,37.68,45,2179,401.0,1159,399,3.4839,180600,0.0,0.0,0.0,1.0,0.0,5.433915211970075,5.461152882205514,2.9047619047619047,12.104045457048253
725,-122.13,37.68,45,2457,445.0,1129,422,4.0588,182800,0.0,0.0,0.0,1.0,0.0,5.521348314606741,5.822274881516588,2.675355450236967,12.116153408446742
726,-122.13,37.68,44,2147,399.0,1175,401,4.1974,179300,0.0,0.0,0.0,1.0,0.0,5.380952380952381,5.3541147132169575,2.9301745635910224,12.096821236822512
727,-122.13,37.68,43,1676,340.0,924,328,3.6,179400,0.0,0.0,0.0,1.0,0.0,4.929411764705883,5.109756097560975,2.817073170731707,12.097378802727306
728,-122.14,37.68,35,2976,518.0,1424,538,4.267,210300,0.0,0.0,0.0,1.0,0.0,5.745173745173745,5.5315985130111525,2.646840148698885,12.25629511679123
729,-122.14,37.67,34,3036,533.0,1366,500,4.2386,192300,0.0,0.0,0.0,1.0,0.0,5.696060037523452,6.072,2.732,12.166817131771358
730,-122.15,37.67,35,2472,398.0,1171,390,5.5797,198100,0.0,0.0,0.0,1.0,0.0,6.211055276381909,6.338461538461538,3.0025641025641026,12.19653228062948
731,-122.14,37.67,36,1487,249.0,641,243,4.0682,196200,0.0,0.0,0.0,1.0,0.0,5.971887550200803,6.1193415637860085,2.6378600823045266,12.18689492294037
732,-122.13,37.67,38,2012,347.0,880,332,3.1734,181600,0.0,0.0,0.0,1.0,0.0,5.7982708933717575,6.0602409638554215,2.6506024096385543,12.109567251742098
733,-122.14,37.67,37,3156,534.0,1495,543,4.8125,188300,0.0,0.0,0.0,1.0,0.0,5.910112359550562,5.8121546961325965,2.7532228360957642,12.145797025305598
734,-122.13,37.67,40,1748,318.0,914,317,3.8676,184000,0.0,0.0,0.0,1.0,0.0,5.49685534591195,5.514195583596215,2.8832807570977916,12.122696471358964
735,-122.12,37.67,33,3429,681.0,1798,694,3.9395,184700,0.0,0.0,0.0,1.0,0.0,5.035242290748899,4.9409221902017295,2.590778097982709,12.12649358035784
736,-122.13,37.67,42,3592,703.0,1625,665,3.2434,179900,0.0,0.0,0.0,1.0,0.0,5.109530583214794,5.401503759398496,2.443609022556391,12.100161978566867
737,-122.11,37.67,38,1035,247.0,599,224,3.0917,167200,0.0,0.0,0.0,1.0,0.0,4.190283400809717,4.620535714285714,2.674107142857143,12.026951960476097
738,-122.11,37.67,32,3028,811.0,2037,703,3.0645,165400,0.0,0.0,0.0,1.0,0.0,3.7336621454993835,4.307254623044097,2.8975817923186344,12.016128107502665
739,-122.09,37.67,33,2431,655.0,1854,603,2.7019,154000,0.0,0.0,0.0,1.0,0.0,3.711450381679389,4.03150912106136,3.074626865671642,11.944714374881176
740,-122.09,37.67,39,2069,500.0,1408,478,3.1115,153500,0.0,0.0,0.0,1.0,0.0,4.138,4.328451882845188,2.9456066945606696,11.941462360646149
741,-122.09,37.66,40,1340,313.0,766,271,3.4722,135400,0.0,0.0,0.0,1.0,0.0,4.281150159744409,4.944649446494465,2.8265682656826567,11.81599602495741
