longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_-1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_bedroom,rooms_per_household,population_per_household
-119.8,36.71,29,1541,291.0,1007,313,2.0043,0.0,1.0,0.0,0.0,0.0,5.29553264604811,4.92332268370607,3.2172523961661343
-118.14,33.78,44,2101,496.0,1038,500,3.108,0.0,0.0,0.0,0.0,1.0,4.235887096774194,4.202,2.076
-122.27,37.89,52,2640,366.0,973,355,7.266,0.0,0.0,0.0,1.0,0.0,7.213114754098361,7.436619718309859,2.740845070422535
-118.21,33.81,45,1816,398.0,1524,388,3.8586,0.0,0.0,0.0,0.0,1.0,4.562814070351759,4.680412371134021,3.927835051546392
-118.19,33.91,33,915,225.0,826,212,2.7708,1.0,0.0,0.0,0.0,0.0,4.066666666666666,4.316037735849057,3.89622641509434
-117.12,32.91,8,3405,961.0,1742,918,2.8728,1.0,0.0,0.0,0.0,0.0,3.54318418314256,3.7091503267973858,1.89760348583878
-122.42,38.31,18,1479,246.0,550,217,4.7356,0.0,0.0,0.0,1.0,0.0,6.012195121951219,6.815668202764977,2.5345622119815667
-118.11,34.14,52,2401,332.0,810,308,6.0948,1.0,0.0,0.0,0.0,0.0,7.231927710843373,7.795454545454546,2.6298701298701297
-117.96,34.09,6,1954,534.0,1584,496,3.1621,0.0,1.0,0.0,0.0,0.0,3.659176029962546,3.939516129032258,3.193548387096774
-118.32,34.26,24,5106,1010.0,2310,957,4.4375,1.0,0.0,0.0,0.0,0.0,5.055445544554456,5.335423197492163,2.413793103448276
-118.25,33.97,36,1026,294.0,1316,268,1.7708,1.0,0.0,0.0,0.0,0.0,3.489795918367347,3.828358208955224,4.91044776119403
-116.99,32.73,30,1856,339.0,1103,379,4.0357,1.0,0.0,0.0,0.0,0.0,5.474926253687316,4.897097625329815,2.9102902374670183
-118.95,34.17,9,2372,312.0,1039,321,7.6016,1.0,0.0,0.0,0.0,0.0,7.602564102564102,7.389408099688474,3.236760124610592
-117.32,34.1,27,2053,461.0,1737,463,3.1213,0.0,1.0,0.0,0.0,0.0,4.453362255965293,4.434125269978401,3.751619870410367
-122.08,37.68,15,3051,685.0,1479,668,3.5295,0.0,0.0,0.0,1.0,0.0,4.454014598540146,4.567365269461078,2.214071856287425
-122.26,37.85,50,1120,283.0,697,264,2.125,0.0,0.0,0.0,1.0,0.0,3.957597173144877,4.242424242424242,2.640151515151515
-122.5,37.74,45,1771,349.0,1098,342,3.7552,0.0,0.0,0.0,0.0,1.0,5.074498567335244,5.178362573099415,3.210526315789474
-118.34,33.95,25,3762,1281.0,4015,1178,2.1587,1.0,0.0,0.0,0.0,0.0,2.936768149882904,3.193548387096774,3.4083191850594226
-118.02,34.09,32,1747,399.0,1199,402,3.4286,0.0,1.0,0.0,0.0,0.0,4.37844611528822,4.345771144278607,2.982587064676617
-117.41,33.96,24,4481,901.0,2398,823,3.864,0.0,1.0,0.0,0.0,0.0,4.973362930077691,5.444714459295262,2.913730255164034
-118.12,34.58,13,2614,650.0,1949,537,2.0547,0.0,1.0,0.0,0.0,0.0,4.021538461538461,4.867783985102421,3.629422718808194
-117.96,33.69,17,2500,343.0,1242,368,7.7313,1.0,0.0,0.0,0.0,0.0,7.288629737609329,6.793478260869565,3.375
-118.31,34.19,27,4713,1169.0,2372,1077,3.7015,1.0,0.0,0.0,0.0,0.0,4.031650983746792,4.376044568245125,2.202414113277623
-119.23,35.79,31,2862,606.0,2467,600,2.3125,0.0,1.0,0.0,0.0,0.0,4.7227722772277225,4.77,4.111666666666666
-118.11,33.89,35,1139,197.0,772,233,4.375,1.0,0.0,0.0,0.0,0.0,5.781725888324873,4.888412017167382,3.313304721030043
-118.64,34.19,28,3274,571.0,1424,521,4.4167,1.0,0.0,0.0,0.0,0.0,5.733800350262697,6.284069097888676,2.7332053742802302
-118.25,33.93,42,657,147.0,526,132,2.5,1.0,0.0,0.0,0.0,0.0,4.469387755102041,4.977272727272728,3.984848484848485
-122.19,37.76,52,2024,391.0,1030,350,2.4659,0.0,0.0,0.0,1.0,0.0,5.176470588235294,5.782857142857143,2.942857142857143
-118.39,33.96,45,1361,252.0,581,263,5.8143,1.0,0.0,0.0,0.0,0.0,5.400793650793651,5.17490494296578,2.209125475285171
-122.02,37.94,23,3516,661.0,1465,623,4.2569,0.0,0.0,0.0,1.0,0.0,5.319213313161876,5.643659711075442,2.351524879614767
-121.73,38.0,3,9217,1522.0,3578,1272,5.0016,0.0,1.0,0.0,0.0,0.0,6.055847568988174,7.246069182389937,2.8128930817610063
-122.59,38.01,35,8814,1307.0,3450,1258,6.1724,0.0,0.0,0.0,1.0,0.0,6.743687834736037,7.006359300476947,2.742448330683625
-117.9,33.65,27,3310,598.0,1402,563,6.632,1.0,0.0,0.0,0.0,0.0,5.535117056856187,5.879218472468916,2.4902309058614565
-117.74,34.03,27,3623,809.0,3712,754,3.4609,0.0,1.0,0.0,0.0,0.0,4.478368355995055,4.805039787798409,4.923076923076923
-117.88,34.12,35,1574,276.0,1088,289,4.0938,1.0,0.0,0.0,0.0,0.0,5.702898550724638,5.446366782006921,3.764705882352941
-121.47,39.49,17,1554,242.0,553,230,3.2174,0.0,1.0,0.0,0.0,0.0,6.421487603305785,6.756521739130434,2.4043478260869566
-117.51,33.88,24,3044,602.0,2541,564,4.131,0.0,1.0,0.0,0.0,0.0,5.056478405315614,5.397163120567376,4.50531914893617
-121.94,39.45,39,844,161.0,535,165,1.832,0.0,1.0,0.0,0.0,0.0,5.24223602484472,5.115151515151515,3.242424242424242
-117.06,32.7,12,3943,737.0,3280,751,4.112,0.0,0.0,0.0,0.0,1.0,5.350067842605156,5.250332889480692,4.3675099866844205
-120.45,34.86,23,3415,778.0,1492,633,2.2791,0.0,0.0,0.0,0.0,1.0,4.389460154241645,5.394944707740916,2.3570300157977884
-122.41,37.66,40,1294,308.0,1177,301,3.6667,0.0,0.0,0.0,0.0,1.0,4.201298701298701,4.299003322259137,3.910299003322259
-119.75,36.78,35,1129,220.0,474,242,2.4405,0.0,1.0,0.0,0.0,0.0,5.131818181818182,4.6652892561983474,1.9586776859504127
-122.05,37.68,23,7518,1279.0,3827,1294,5.1701,0.0,0.0,0.0,1.0,0.0,5.878029710711493,5.809891808346213,2.957496136012365
-120.81,38.73,42,1276,260.0,799,259,2.7273,0.0,1.0,0.0,0.0,0.0,4.907692307692308,4.926640926640927,3.0849420849420848
-118.25,34.0,36,1033,267.0,1112,229,1.7237,1.0,0.0,0.0,0.0,0.0,3.8689138576779034,4.510917030567685,4.85589519650655
-118.37,34.19,19,2890,821.0,2203,705,2.6696,1.0,0.0,0.0,0.0,0.0,3.520097442143727,4.099290780141844,3.124822695035461
-118.54,34.2,37,1600,349.0,1012,366,4.1597,1.0,0.0,0.0,0.0,0.0,4.584527220630372,4.371584699453552,2.7650273224043715
-118.15,34.15,49,806,199.0,698,172,2.3654,1.0,0.0,0.0,0.0,0.0,4.050251256281407,4.686046511627907,4.058139534883721
-118.11,34.68,6,7430,1184.0,3489,1115,5.3267,0.0,1.0,0.0,0.0,0.0,6.275337837837838,6.663677130044843,3.12914798206278
-121.4,36.86,36,1256,270.0,910,255,1.9405,0.0,1.0,0.0,0.0,0.0,4.651851851851852,4.925490196078432,3.5686274509803924
-122.15,37.35,23,3814,485.0,1344,464,12.9792,0.0,0.0,0.0,1.0,0.0,7.8639175257731955,8.219827586206897,2.896551724137931
-121.57,39.8,23,790,137.0,365,152,2.1912,0.0,1.0,0.0,0.0,0.0,5.766423357664234,5.197368421052632,2.401315789473684
-116.21,33.66,19,1596,295.0,1201,282,3.8846,0.0,1.0,0.0,0.0,0.0,5.410169491525424,5.659574468085107,4.25886524822695
-120.97,38.91,7,4341,716.0,1978,682,4.8311,0.0,1.0,0.0,0.0,0.0,6.062849162011173,6.365102639296188,2.900293255131965
-119.18,34.21,29,4039,680.0,1677,644,4.3897,0.0,0.0,0.0,0.0,1.0,5.939705882352941,6.271739130434782,2.604037267080745
-122.14,37.73,52,2024,320.0,823,334,5.0,0.0,0.0,0.0,1.0,0.0,6.325,6.059880239520958,2.464071856287425
-122.22,37.78,50,1776,473.0,1807,440,1.7276,0.0,0.0,0.0,1.0,0.0,3.7547568710359407,4.036363636363636,4.1068181818181815
-119.55,36.61,14,3004,793.0,3535,735,1.586,0.0,1.0,0.0,0.0,0.0,3.7881462799495584,4.087074829931972,4.809523809523809
-121.99,39.15,17,6440,1204.0,3266,1142,2.7137,0.0,1.0,0.0,0.0,0.0,5.348837209302325,5.63922942206655,2.859894921190893
-118.72,34.28,17,2654,478.0,1392,451,5.4459,1.0,0.0,0.0,0.0,0.0,5.552301255230126,5.88470066518847,3.0864745011086474
-118.09,34.09,40,855,208.0,745,222,3.0125,1.0,0.0,0.0,0.0,0.0,4.110576923076923,3.8513513513513513,3.355855855855856
-121.97,37.64,32,1283,194.0,485,171,6.0574,1.0,0.0,0.0,0.0,0.0,6.61340206185567,7.502923976608187,2.8362573099415203
-120.99,37.65,44,2848,623.0,1408,576,2.1487,0.0,1.0,0.0,0.0,0.0,4.571428571428571,4.944444444444445,2.4444444444444446
-120.01,38.91,27,968,191.0,283,143,2.0938,0.0,1.0,0.0,0.0,0.0,5.0680628272251305,6.769230769230769,1.979020979020979
-122.02,37.36,24,1709,437.0,892,408,4.9671,1.0,0.0,0.0,0.0,0.0,3.9107551487414183,4.188725490196078,2.1862745098039214
-117.88,33.7,24,534,88.0,249,74,5.3254,1.0,0.0,0.0,0.0,0.0,6.068181818181818,7.216216216216216,3.364864864864865
-119.81,36.83,10,5780,922.0,2712,883,5.6445,0.0,1.0,0.0,0.0,0.0,6.268980477223427,6.545866364665912,3.071347678369196
-118.38,34.06,52,1311,217.0,578,205,7.6771,1.0,0.0,0.0,0.0,0.0,6.04147465437788,6.3951219512195125,2.819512195121951
-118.35,33.93,35,1050,252.0,918,236,1.7344,1.0,0.0,0.0,0.0,0.0,4.166666666666667,4.4491525423728815,3.889830508474576
-122.48,37.73,52,1597,240.0,566,231,5.1681,0.0,0.0,0.0,0.0,1.0,6.654166666666667,6.913419913419913,2.45021645021645
-117.81,33.64,4,1741,225.0,811,233,12.3411,1.0,0.0,0.0,0.0,0.0,7.737777777777778,7.472103004291846,3.48068669527897
-118.31,33.72,26,2711,508.0,1372,459,4.1451,0.0,0.0,0.0,0.0,1.0,5.336614173228346,5.906318082788671,2.9891067538126364
-117.68,33.6,19,3913,460.0,1646,454,7.2147,1.0,0.0,0.0,0.0,0.0,8.506521739130434,8.618942731277533,3.625550660792952
-118.41,34.0,35,1062,305.0,1026,307,2.7153,1.0,0.0,0.0,0.0,0.0,3.481967213114754,3.45928338762215,3.342019543973941
-118.19,33.86,35,1133,296.0,774,271,2.2381,1.0,0.0,0.0,0.0,0.0,3.827702702702703,4.180811808118081,2.856088560885609
-122.38,37.18,52,1746,315.0,941,220,3.3047,0.0,0.0,0.0,0.0,1.0,5.542857142857143,7.936363636363636,4.277272727272727
-118.14,34.01,46,1746,447.0,1296,392,2.3929,1.0,0.0,0.0,0.0,0.0,3.906040268456376,4.454081632653061,3.306122448979592
-122.29,37.81,26,768,152.0,392,127,1.7719,0.0,0.0,0.0,1.0,0.0,5.052631578947368,6.047244094488189,3.0866141732283463
-121.02,37.64,42,1437,307.0,1035,284,2.1036,0.0,1.0,0.0,0.0,0.0,4.680781758957655,5.059859154929577,3.6443661971830985
-118.19,33.86,38,2009,524.0,1449,451,2.7045,1.0,0.0,0.0,0.0,0.0,3.833969465648855,4.454545454545454,3.212860310421286
-120.48,37.32,13,3641,897.0,1737,788,2.1418,0.0,1.0,0.0,0.0,0.0,4.059085841694538,4.620558375634518,2.204314720812183
-117.06,32.99,16,1306,196.0,713,222,6.2683,1.0,0.0,0.0,0.0,0.0,6.663265306122449,5.882882882882883,3.2117117117117115
-117.06,32.97,17,4754,877.0,2412,832,4.3548,1.0,0.0,0.0,0.0,0.0,5.420752565564424,5.713942307692308,2.8990384615384617
-118.31,34.2,36,1692,263.0,778,278,5.0865,1.0,0.0,0.0,0.0,0.0,6.433460076045628,6.086330935251799,2.7985611510791366
-121.52,39.48,21,2628,494.0,1364,468,2.0455,0.0,1.0,0.0,0.0,0.0,5.319838056680162,5.615384615384615,2.9145299145299144
-116.25,33.68,16,926,189.0,238,118,3.0114,0.0,1.0,0.0,0.0,0.0,4.8994708994709,7.847457627118644,2.016949152542373
-119.29,34.44,34,4314,878.0,2361,831,3.2279,0.0,0.0,0.0,0.0,1.0,4.913439635535307,5.191335740072202,2.84115523465704
-122.14,37.38,26,2859,343.0,951,336,10.4277,0.0,0.0,0.0,1.0,0.0,8.33527696793003,8.508928571428571,2.830357142857143
-119.98,38.9,16,3109,572.0,885,334,3.5,0.0,1.0,0.0,0.0,0.0,5.435314685314685,9.308383233532934,2.6497005988023954
-118.25,34.01,31,1301,403.0,1952,377,2.1466,1.0,0.0,0.0,0.0,0.0,3.228287841191067,3.4509283819628647,5.177718832891247
-119.73,34.45,44,2261,328.0,763,294,6.7449,1.0,0.0,0.0,0.0,0.0,6.8932926829268295,7.690476190476191,2.595238095238096
-119.81,36.7,52,314,57.0,178,66,1.2404,0.0,1.0,0.0,0.0,0.0,5.508771929824562,4.757575757575758,2.696969696969697
-121.36,38.56,20,1232,332.0,667,288,1.8288,0.0,1.0,0.0,0.0,0.0,3.710843373493976,4.277777777777778,2.3159722222222223
-117.08,33.12,43,107,44.0,107,48,0.7054,1.0,0.0,0.0,0.0,0.0,2.4318181818181817,2.2291666666666665,2.2291666666666665
-117.13,32.73,43,2706,667.0,1531,614,2.1513,0.0,0.0,0.0,0.0,1.0,4.056971514242878,4.407166123778501,2.493485342019544
-117.14,34.06,15,3057,510.0,1154,460,3.9741,0.0,1.0,0.0,0.0,0.0,5.994117647058824,6.645652173913043,2.508695652173913
-118.01,34.09,32,1613,361.0,1283,404,3.1944,0.0,1.0,0.0,0.0,0.0,4.468144044321329,3.992574257425743,3.1757425742574257
-121.95,37.38,22,765,198.0,390,176,3.1812,1.0,0.0,0.0,0.0,0.0,3.863636363636364,4.346590909090909,2.215909090909091
-116.85,34.26,18,6988,1635.0,2044,726,2.4308,0.0,1.0,0.0,0.0,0.0,4.274006116207951,9.62534435261708,2.815426997245179
-117.66,34.0,5,1387,236.0,855,270,5.411,0.0,1.0,0.0,0.0,0.0,5.877118644067797,5.137037037037037,3.1666666666666665
-117.74,34.06,48,2438,599.0,1508,548,2.8983,0.0,1.0,0.0,0.0,0.0,4.070116861435726,4.448905109489052,2.7518248175182483
-118.02,34.02,21,5992,986.0,2647,969,5.2405,1.0,0.0,0.0,0.0,0.0,6.077079107505071,6.1836945304437565,2.731682146542828
-122.38,37.59,49,1657,266.0,613,270,5.7837,0.0,0.0,0.0,0.0,1.0,6.2293233082706765,6.137037037037037,2.27037037037037
-119.76,36.74,52,2137,448.0,1194,444,1.3029,0.0,1.0,0.0,0.0,0.0,4.770089285714286,4.813063063063063,2.689189189189189
-120.98,37.66,33,1959,342.0,984,356,4.5208,0.0,1.0,0.0,0.0,0.0,5.728070175438597,5.502808988764045,2.764044943820225
-117.01,32.76,22,3626,824.0,1800,769,2.8594,1.0,0.0,0.0,0.0,0.0,4.400485436893204,4.715214564369311,2.340702210663199
-118.37,34.16,6,6526,2007.0,3298,1790,2.7231,1.0,0.0,0.0,0.0,0.0,3.251619332336821,3.6458100558659217,1.8424581005586596
-118.29,34.11,49,2850,379.0,1113,380,12.9591,1.0,0.0,0.0,0.0,0.0,7.519788918205805,7.5,2.9289473684210527
-117.81,33.84,17,4343,515.0,1605,484,10.5981,1.0,0.0,0.0,0.0,0.0,8.433009708737863,8.973140495867769,3.316115702479338
-117.9,34.13,32,1640,391.0,1312,358,2.6292,1.0,0.0,0.0,0.0,0.0,4.194373401534527,4.581005586592179,3.664804469273743
-121.57,39.16,33,2033,375.0,914,330,2.6964,0.0,1.0,0.0,0.0,0.0,5.421333333333333,6.16060606060606,2.769696969696969
-119.02,35.34,34,2861,510.0,1375,486,3.4286,0.0,1.0,0.0,0.0,0.0,5.609803921568627,5.886831275720165,2.8292181069958846
-122.02,37.31,35,2355,384.0,1248,378,5.9714,1.0,0.0,0.0,0.0,0.0,6.1328125,6.23015873015873,3.3015873015873014
-121.46,38.49,15,10211,1995.0,5656,1752,2.575,0.0,1.0,0.0,0.0,0.0,5.118295739348371,5.828196347031963,3.228310502283105
-122.3,37.88,45,453,146.0,749,137,1.475,0.0,0.0,0.0,1.0,0.0,3.102739726027397,3.3065693430656933,5.467153284671533
-118.58,34.23,35,1917,314.0,1019,340,4.8929,1.0,0.0,0.0,0.0,0.0,6.1050955414012735,5.638235294117648,2.997058823529412
-121.82,39.73,33,2242,517.0,1160,449,1.7426,0.0,1.0,0.0,0.0,0.0,4.336557059961315,4.993318485523385,2.583518930957684
-118.01,33.96,36,1805,288.0,882,308,5.3054,1.0,0.0,0.0,0.0,0.0,6.267361111111111,5.8603896103896105,2.863636363636364
-117.76,33.53,18,3224,561.0,1310,580,8.4614,1.0,0.0,0.0,0.0,0.0,5.746880570409982,5.558620689655172,2.2586206896551726
-116.22,33.7,9,3861,849.0,825,401,3.2833,0.0,1.0,0.0,0.0,0.0,4.547703180212015,9.628428927680796,2.057356608478803
-118.21,33.8,44,1387,280.0,984,302,4.25,0.0,0.0,0.0,0.0,1.0,4.953571428571428,4.59271523178808,3.2582781456953644
-118.97,35.38,32,1361,363.0,1483,297,1.625,0.0,1.0,0.0,0.0,0.0,3.74931129476584,4.582491582491582,4.993265993265993
-118.19,34.12,46,3387,820.0,2833,813,2.987,1.0,0.0,0.0,0.0,0.0,4.130487804878049,4.166051660516605,3.4846248462484626
-117.11,32.77,52,1506,233.0,478,240,4.3875,0.0,0.0,0.0,0.0,1.0,6.463519313304721,6.275,1.9916666666666667
-118.15,34.04,39,1099,263.0,787,269,3.7794,1.0,0.0,0.0,0.0,0.0,4.178707224334601,4.08550185873606,2.925650557620818
-118.02,33.73,26,3711,610.0,1902,597,5.5599,1.0,0.0,0.0,0.0,0.0,6.083606557377049,6.21608040201005,3.185929648241206
-122.4,37.72,47,1465,306.0,1119,315,4.2672,0.0,0.0,0.0,1.0,0.0,4.787581699346405,4.650793650793651,3.552380952380952
-121.93,37.72,26,2806,459.0,1453,444,4.9107,1.0,0.0,0.0,0.0,0.0,6.113289760348584,6.31981981981982,3.2725225225225225
-118.38,33.81,36,1018,148.0,329,169,10.5045,0.0,0.0,0.0,0.0,1.0,6.878378378378378,6.023668639053255,1.9467455621301772
-121.24,38.67,28,3558,589.0,1742,581,4.0182,0.0,1.0,0.0,0.0,0.0,6.040747028862479,6.123924268502582,2.9982788296041307
-122.0,37.31,33,4211,918.0,2389,861,4.7235,1.0,0.0,0.0,0.0,0.0,4.587145969498911,4.890824622531939,2.7746806039488967
-118.47,34.03,32,3024,784.0,1323,740,3.3889,1.0,0.0,0.0,0.0,0.0,3.857142857142857,4.086486486486487,1.787837837837838
-119.08,34.35,24,3663,828.0,2718,778,3.2757,1.0,0.0,0.0,0.0,0.0,4.423913043478261,4.708226221079691,3.493573264781491
-117.9,33.73,31,1171,306.0,1690,301,3.2639,1.0,0.0,0.0,0.0,0.0,3.826797385620915,3.890365448504984,5.614617940199335
-121.93,37.33,44,1449,291.0,676,282,3.575,1.0,0.0,0.0,0.0,0.0,4.979381443298969,5.138297872340425,2.397163120567376
-119.25,34.28,36,1530,341.0,703,317,3.5819,0.0,0.0,0.0,0.0,1.0,4.486803519061583,4.826498422712934,2.217665615141956
-122.11,37.88,37,4005,614.0,1602,606,6.4666,0.0,0.0,0.0,1.0,0.0,6.522801302931596,6.608910891089109,2.643564356435644
-117.99,33.84,31,2982,547.0,1895,570,4.9115,1.0,0.0,0.0,0.0,0.0,5.451553930530165,5.231578947368421,3.324561403508772
-120.97,37.84,28,2368,430.0,1231,403,2.883,0.0,1.0,0.0,0.0,0.0,5.506976744186047,5.875930521091812,3.054590570719603
-121.03,40.35,52,5486,1044.0,1977,754,2.1833,0.0,1.0,0.0,0.0,0.0,5.254789272030651,7.275862068965517,2.622015915119364
-118.39,34.23,18,3405,831.0,3001,795,3.0083,1.0,0.0,0.0,0.0,0.0,4.097472924187725,4.283018867924528,3.774842767295597
-118.09,33.82,36,2219,393.0,1042,396,5.2299,1.0,0.0,0.0,0.0,0.0,5.646310432569974,5.603535353535354,2.6313131313131315
-121.38,38.55,26,1532,264.0,781,285,4.6944,0.0,1.0,0.0,0.0,0.0,5.803030303030303,5.375438596491228,2.7403508771929825
-117.92,33.68,28,3397,597.0,1397,560,4.8125,1.0,0.0,0.0,0.0,0.0,5.690117252931323,6.066071428571429,2.494642857142857
-122.48,37.67,15,2897,728.0,2340,720,3.3906,0.0,0.0,0.0,0.0,1.0,3.979395604395605,4.023611111111111,3.25
-122.15,37.75,40,1445,256.0,849,255,3.8913,0.0,0.0,0.0,1.0,0.0,5.64453125,5.666666666666667,3.3294117647058825
-116.88,32.86,9,3049,471.0,1527,515,5.0733,1.0,0.0,0.0,0.0,0.0,6.473460721868365,5.920388349514563,2.9650485436893206
-117.07,32.75,14,3073,851.0,2000,782,2.3824,0.0,0.0,0.0,0.0,1.0,3.611045828437133,3.9296675191815855,2.557544757033248
-118.08,34.56,14,5144,887.0,2846,824,4.5615,0.0,1.0,0.0,0.0,0.0,5.799323562570462,6.242718446601942,3.453883495145631
-117.18,34.07,28,1306,279.0,885,255,2.1154,0.0,1.0,0.0,0.0,0.0,4.681003584229391,5.12156862745098,3.4705882352941178
-117.05,32.56,22,2172,563.0,2049,524,2.0159,0.0,0.0,0.0,0.0,1.0,3.857904085257549,4.145038167938932,3.9103053435114505
-121.53,39.52,30,1030,161.0,448,159,2.4821,0.0,1.0,0.0,0.0,0.0,6.39751552795031,6.477987421383648,2.8176100628930816
-121.28,38.11,10,2974,588.0,1559,568,3.8825,0.0,1.0,0.0,0.0,0.0,5.057823129251701,5.235915492957746,2.744718309859155
-118.34,34.04,40,2064,662.0,2140,617,2.2254,1.0,0.0,0.0,0.0,0.0,3.117824773413897,3.3452188006482984,3.46839546191248
-118.3,33.74,28,1065,215.0,887,217,3.9375,0.0,0.0,0.0,0.0,1.0,4.953488372093023,4.907834101382488,4.087557603686636
-123.19,39.15,16,2577,495.0,1232,488,2.6012,1.0,0.0,0.0,0.0,0.0,5.206060606060606,5.280737704918033,2.5245901639344264
-121.32,38.89,9,5927,1269.0,3369,1176,2.8194,0.0,1.0,0.0,0.0,0.0,4.670606776989756,5.039965986394558,2.864795918367347
-118.38,34.1,39,3798,586.0,975,525,9.3092,1.0,0.0,0.0,0.0,0.0,6.48122866894198,7.234285714285714,1.8571428571428568
-117.75,34.06,52,62,9.0,44,16,0.4999,0.0,1.0,0.0,0.0,0.0,6.888888888888889,3.875,2.75
-121.94,38.36,2,4953,735.0,1791,562,5.0346,0.0,1.0,0.0,0.0,0.0,6.738775510204082,8.813167259786477,3.1868327402135237
-117.77,33.55,28,2024,297.0,617,274,6.7861,1.0,0.0,0.0,0.0,0.0,6.814814814814815,7.386861313868613,2.2518248175182483
-117.61,33.43,33,1150,383.0,604,317,2.3545,0.0,0.0,0.0,0.0,1.0,3.0026109660574414,3.6277602523659302,1.9053627760252363
-121.78,37.34,21,1959,292.0,891,300,7.375,1.0,0.0,0.0,0.0,0.0,6.708904109589041,6.53,2.97
-119.79,36.72,41,1562,322.0,927,277,1.3047,0.0,1.0,0.0,0.0,0.0,4.850931677018633,5.6389891696750905,3.3465703971119134
-124.15,40.59,39,1186,238.0,539,212,2.0938,0.0,0.0,0.0,0.0,1.0,4.983193277310924,5.59433962264151,2.542452830188679
-118.13,34.06,30,1692,398.0,1130,365,2.8672,1.0,0.0,0.0,0.0,0.0,4.251256281407035,4.635616438356164,3.095890410958904
-120.19,36.61,29,1479,338.0,1408,322,2.293,0.0,1.0,0.0,0.0,0.0,4.375739644970414,4.593167701863354,4.372670807453416
-118.12,34.07,45,1770,423.0,1410,389,3.0592,1.0,0.0,0.0,0.0,0.0,4.184397163120567,4.5501285347043705,3.6246786632390746
-117.09,32.64,30,3171,862.0,2126,800,2.507,0.0,0.0,0.0,0.0,1.0,3.678654292343388,3.96375,2.6575
-119.1,35.35,5,4597,1071.0,1916,870,4.0327,0.0,1.0,0.0,0.0,0.0,4.292250233426704,5.283908045977012,2.2022988505747128
-117.7,34.06,7,732,145.0,431,132,2.9107,0.0,1.0,0.0,0.0,0.0,5.048275862068966,5.545454545454546,3.265151515151515
-117.03,32.69,8,2460,397.0,1784,390,4.5662,0.0,0.0,0.0,0.0,1.0,6.19647355163728,6.307692307692308,4.574358974358974
-117.81,33.67,9,2435,396.0,1194,385,7.2025,1.0,0.0,0.0,0.0,0.0,6.148989898989899,6.324675324675325,3.101298701298701
-118.41,33.9,39,2311,404.0,1044,380,8.468,1.0,0.0,0.0,0.0,0.0,5.72029702970297,6.081578947368421,2.747368421052632
-117.08,32.62,36,1674,309.0,818,307,3.4773,0.0,0.0,0.0,0.0,1.0,5.41747572815534,5.452768729641694,2.6644951140065145
-122.48,37.7,33,4167,1398.0,2923,1314,3.049,0.0,0.0,0.0,0.0,1.0,2.98068669527897,3.171232876712329,2.224505327245053
-117.73,34.12,26,1279,163.0,412,157,6.1731,0.0,1.0,0.0,0.0,0.0,7.846625766871166,8.146496815286625,2.624203821656051
-122.23,37.8,52,1252,299.0,844,280,2.3929,0.0,0.0,0.0,1.0,0.0,4.187290969899665,4.471428571428572,3.0142857142857142
-118.39,34.19,36,904,191.0,627,191,2.4167,1.0,0.0,0.0,0.0,0.0,4.732984293193717,4.732984293193717,3.282722513089005
-120.69,37.77,46,431,86.0,239,80,3.3182,0.0,1.0,0.0,0.0,0.0,5.011627906976744,5.3875,2.9875
-117.01,32.75,26,4038,706.0,2065,687,3.9545,1.0,0.0,0.0,0.0,0.0,5.719546742209632,5.877729257641922,3.005822416302766
-117.31,34.17,25,2795,596.0,1650,569,3.0078,0.0,1.0,0.0,0.0,0.0,4.689597315436242,4.912126537785589,2.899824253075572
-117.06,34.02,24,3912,809.0,1926,762,2.6875,0.0,1.0,0.0,0.0,0.0,4.835599505562422,5.133858267716535,2.52755905511811
-121.4,38.61,33,3512,825.0,1515,782,1.9908,0.0,1.0,0.0,0.0,0.0,4.256969696969697,4.491048593350383,1.9373401534526853
-122.44,37.79,52,1726,384.0,614,356,3.6812,0.0,0.0,0.0,1.0,0.0,4.494791666666667,4.848314606741573,1.7247191011235956
-118.42,34.18,31,2887,646.0,1626,637,3.6745,1.0,0.0,0.0,0.0,0.0,4.469040247678018,4.532182103610675,2.552590266875981
-117.71,34.08,29,1276,283.0,1216,316,2.5972,0.0,1.0,0.0,0.0,0.0,4.508833922261484,4.037974683544304,3.848101265822785
-117.24,33.2,25,1631,415.0,1045,386,2.4505,1.0,0.0,0.0,0.0,0.0,3.930120481927711,4.225388601036269,2.7072538860103625
-118.27,33.8,38,1446,327.0,980,319,3.35,1.0,0.0,0.0,0.0,0.0,4.422018348623853,4.532915360501567,3.072100313479624
-122.05,36.96,30,971,185.0,644,173,4.2045,0.0,0.0,0.0,0.0,1.0,5.248648648648649,5.61271676300578,3.722543352601156
-120.08,34.59,24,1874,319.0,820,315,5.1909,0.0,0.0,0.0,0.0,1.0,5.87460815047022,5.949206349206349,2.6031746031746037
-122.12,37.09,36,1397,289.0,661,243,4.125,0.0,0.0,0.0,0.0,1.0,4.833910034602076,5.748971193415638,2.720164609053498
-117.19,34.08,22,2467,555.0,1567,494,2.6536,0.0,1.0,0.0,0.0,0.0,4.445045045045045,4.993927125506073,3.172064777327935
